title,y,upload_date,view_count,tempo_desde_pub
Táº¡i sao mÃ¬nh nghá»‰ viá»‡c Data Scientist? Lá»i khuyÃªn cho cÃ¡c báº¡n muá»‘n lÃ m Data Scientist.,0,07/06/2021,14423,86
The Amazon Data Science Interview,1,05/06/2020,17454,453
The Art of Learning Data Science (How to learn data science in 2021),0,11/02/2021,37125,202
The Best Computer for Data Science Beginners,0,10/07/2020,23619,418
The Data Science Process - A Visual Guide (Part 1),0,14/12/2020,6476,261
The future of Machine Learning and its Impact on Your Everyday Life,0,30/05/2020,9041,459
The Google Data Scientist Interview Guide,1,19/05/2020,32259,470
The Hardest Kaggle Challenge,0,02/03/2020,36474,548
The Indian Data Science Fad - Please save yourself from this mistake,0,09/03/2021,35479,176
The Most Underrated Machine Learning Algorithm (WINS KAGGLE COMPETITIONS),1,01/01/2021,986,243
The Role of AI and Machine Learning in Mechanical Engineering,0,05/03/2020,60769,545
The Uber Data Science Interview,1,28/10/2020,2740,308
Things I Wish I Knew When I Started Getting Into Machine Learning | #Shorts,0,25/08/2021,3233,7
Time Series 101 | Dmitry Larko | Kaggle Days,0,06/01/2020,1460,604
Tips N Tricks #3: Creating a clean inference kernel/notebook on Kaggle,0,01/02/2020,4856,578
Top 10 Books for Machine Learning in 2021 | Best ML Books for Beginners And Advanced | Edureka,0,14/11/2019,38294,657
Top 10 Data Science Projects In 2021 | Best Data Science Project Ideas In 2021 | Edureka,0,18/01/2021,24810,226
Top 10 Machine Learning Algorithms in 2020 | Learn ML in 2020 | Machine Learning Training | Edureka,0,06/06/2020,20603,452
Top 10 Machine Learning Software Tools for 2021 | EM360,0,01/03/2021,1150,184
Top 10 Machine Learning Trends | Machine Learning in 2020 | Machine Learning Training | Edureka,0,14/07/2020,9719,414
Top 5 Data Science Projects/Ideas For Your Resume For Freshers From My Playlist- Must WatchðŸ”¥ðŸ”¥ðŸ”¥,0,20/09/2020,60564,346
Top 5 Skills To Become A Data Scientist In 2021 | Data Scientist Career | Edureka,0,25/01/2021,18000,219
"TPUs, systolic arrays, and bfloat16: accelerate your deep learning | Kaggle",0,07/04/2020,15188,512
TPUs: AlphaGo to Speech Recognition | Kaggle,0,23/06/2020,2738,435
Transaction Fraud Detection using Machine Learning âŒFull Kaggle Project,1,22/01/2020,5394,588
"Tutorial 2-Build,Train, Deploy Machine Learning Model In AWS SageMaker- Creating Notebook Instance",0,28/08/2020,26830,369
Tutorial: Pemrograman Python untuk Data Science Sederhana | E-Learning Python,0,21/05/2020,13476,468
Types Of Machine Learning | Machine Learning Algorithms | Machine Learning Tutorial | Simplilearn,0,03/11/2020,17661,302
UCLA Extension Student Stories: Data Science Intensive Certificate,0,28/01/2021,1146,216
Unboxing Dell's Mobile Data Science Workstation Precision 7750 with NVIDIA Quadro RTX 5000,0,13/12/2020,3633,262
UNDER THE RADAR $0.004 Penny Stock REVEALED AI & Deep Learning PLANS! (Quick) ðŸš€ðŸ”¥ðŸš€,0,24/08/2021,13004,8
Understanding the Dell Precision AI and Data Science Workstation Solutions,0,09/02/2021,1885,204
Updated Best YouTube Channels To Learn Data Science For Free,0,28/10/2020,16597,308
Using Cloud AutoML in Kaggle Notebooks | Kaggle,0,02/12/2019,2812,639
UT Austin's Master of Data Science Online | UTAustin on edX | 2020-21 Program Overview,0,13/04/2021,2811,141
VS Code (codeserver) on Google Colab / Kaggle / Anywhere,0,09/09/2020,16729,357
VS Code and Data Science Tools,1,02/02/2021,5457,211
Walmart Data Science Case Study Mock Interview: Underpricing Algorithm,0,04/08/2020,18991,393
Was ist Machine Learning? (Python Tutorial #2),0,18/11/2020,147350,287
Webinar | Machine Learning em FinanÃ§as,0,30/11/2020,1639,275
Welcome to Data Science Course - ÚˆÛŒÙ¹Ø§ Ø³Ø§Ø¦Ù†Ø³ Ú©Û’ Ú©ÙˆØ±Ø³ Ù…ÛŒÚº Ø®ÙˆØ´ Ø¢Ù…Ø¯ÛŒØ¯,0,03/01/2021,10173,241
What Are GANs? | Generative Adversarial Networks Explained | Deep Learning With Python | Edureka,0,16/02/2020,68892,563
What are Hiring Managers Really Looking For? | CareerCon 2019 | Kaggle,0,15/08/2019,2516,748
What are your favorite libraries? | Ask a Grandmaster | Kaggle,1,08/07/2019,3183,786
What does Kaggle mean to you? | Grandmaster Interviews | Kaggle Days,0,02/07/2019,1675,792
What is automated machine learning? | Kaggle,0,04/11/2019,12939,667
What is Azure Machine Learning service and how data scientists use it,0,28/10/2019,32739,674
What Is Data Science? (Explained in 5 Minutes),0,20/05/2021,27575,104
What is Data Science? What Does a Data Scientist Do?,0,20/12/2020,2739,255
What is Kaggle? Ø›Ú©ÛŒÚ¯Ù„ Ú©ÛŒØ§ ÛÛ’ ØŸ | Kaggle in Urdu | Kaggle in Hindi | Kaggle projects,0,01/02/2021,18331,212
"What is logarithm? | Math, Statistics for data science, machine learning",0,18/04/2021,24419,136
What is Machine Learning and how to Learn it | Future scope and Best resources!,0,29/12/2020,46763,246
What is Machine Learning With Full Information? â€“ [Hindi] â€“ Quick Support,0,02/11/2020,89466,303
What is Machine Learning?,0,01/12/2020,23941,274
What Is Quantum Machine Learning? |  TensorFlow Quantum,0,10/07/2020,10146,418
What Is the Best Degree for Data Science? (in 2021),0,26/01/2021,2547,218
What Is the Difference Between a Data Analyst and a Data Scientist?,0,12/04/2021,19021,142
What's new in Android Machine Learning | Session,0,18/05/2021,7232,106
What's the best certificate for data analysts? Google vs IBM Data Analyst Certificate,0,08/04/2021,90532,146
What's your favorite Kaggle Competition? | Ask a Grandmaster | Kaggle Days SF,0,03/07/2019,2192,791
Where to Start Learning Data Science,0,03/07/2020,15750,425
Who Are Data Scientists?,0,24/04/2021,10764,130
Why I Quit Data Science,0,12/02/2021,92531,201
Why You Are Struggling To Learn Machine Learning.,0,03/04/2021,3184,151
Why You Probably Won't Become a Data Scientist,0,09/04/2021,92758,145
Wie wird man Data Scientist?,0,16/08/2020,53494,381
Winning Kaggle Competitions with Deep Learning | Tao Shen | Kaggle Days,0,07/01/2020,2551,603
Working From Home as a Data Scientist in NYC ðŸ‘©ðŸ»â€ðŸ’» | day in my life in *quarantine*,1,11/05/2020,32382,478
Xgboost Classification Indepth Maths Intuition- Machine Learning AlgorithmsðŸ”¥ðŸ”¥ðŸ”¥ðŸ”¥,0,12/10/2020,51258,324
You MUST have these 5 DATA SCIENCE skills,0,25/11/2020,13168,280
